	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA	sentiment_BREYER	sentiment_GINSBURG	sentiment_KENNEDY	sentiment_ROBERTS	sentiment_SCALIA
11-1347	0	2/19/13	2	13	"""JEFFREY LEE CHAFIN, PETITIONER v. LYNNE HALES CHAFIN"""	15.0	0.0	0.7142857142857143	0.0	0.0	0.2	2/19/13	9	0	1	0.0	0.7757575757575758	1.0	0.3829787234042553	0.2012987012987013	0.061038961038961045	-0.24642857142857144	-0.0217687074829932	0.25	0.6185714285714285
11-1351	0	3/4/13	3	13	"""STEVEN ALAN LEVIN, PETITIONER v. UNITED STATES et al."""	-22.0	-1.0	1.0	-0.3333333333333333	-1.0	-0.09090909090909093	3/4/13	9	0	1	-1.0	1.0	-0.21666666666666667	-0.5483870967741935	-0.3857142857142857	0.07999999999999999	0.0	-0.675	-0.16746031746031748	-0.008286880995592424
11-139	0	4/25/12	4	12	"""UNITED STATES, PETITIONER v. HOME CONCRETE & SUPPLY, LLC, et al."""	14.0	1.0	0.0	1.0	1.0	-1.0	4/25/12	5	4	0	1.0	0.0	0.6666666666666666	0.5181818181818182	-1.0	-0.1285714285714286	0.0	-0.5	0.2028361344537815	0.07023809523809521
11-1425	1	4/17/13	4	13	"""MISSOURI, PETITIONER v. G. MCNEELY"""	12.0	0.0	-1.0	0.0	1.0	0.0	4/17/13	5	4	0	1.0	0.21428571428571427	1.0	0.5783783783783784	1.0	-0.04113756613756613	-0.21999999999999997	0.13194444444444442	-0.0740530303030303	-0.011383928571428552
11-1447	1	6/25/13	6	13	KOONTZ v. ST. JOHNS RIVER WATER MGMT. DIST.	-35.0	1.0	-1.0	-1.0	-1.0	-1.0	6/25/13	5	4	1	0.21413721413721412	0.0	-1.0	-0.8333333333333334	-0.6961130742049471	0.22778887778887777	0.14285714285714285	0.28939393939393937	-0.28928571428571426	0.005044492544492539
11-1450	0	3/19/13	3	13	"""THE STANDARD FIRE INSURANCE COMPANY, PETITIONER v. GREG KNOWLES"""	7.0	1.0	1.0	0.0	0.0	0.0	3/19/13	9	0	1	1.0	1.0	-1.0	0.8202247191011236	0.0	-0.20961538461538462	0.0	0.0	-0.08819444444444445	0.0
11-1518	1	5/13/13	5	13	"""RANDY CURTIS BULLOCK, PETITIONER v. BANKCHAMPAIGN, N. A."""	-18.0	-0.6	0.0	-1.0	-1.0	-1.0	5/13/13	9	0	1	-0.8609756097560975	-1.0	-0.7333333333333333	-0.8309859154929577	-1.0	0.051539115646258515	0.4	0.012500000000000004	-0.18234126984126986	0.05902777777777778
11-1545	1	5/20/13	5	13	"""CITY OF ARLINGTON, TEXAS, et al., PETITIONERS v. FEDERAL COMMUNICATIONS COMMISSION et al."""	3.0	0.0	1.0	1.0	-0.5	0.0	5/20/13	6	3	1	-0.7364341085271318	1.0	0.7777777777777778	-0.4351851851851852	0.07259953161592506	0.04036796536796536	-0.07916666666666666	0.06142857142857143	-0.03287114845938377	0.01937074829931973
11-159	0	5/21/12	5	12	"""MICHAEL J. ASTRUE, COMMISSIONER OF SOCIAL SECURITY, PETITIONER v. KAREN K. CAPATO, ON BEHALF OF B. N. C., et al."""	-29.0	-1.0	0.0	0.0	-1.0	-0.5	5/21/12	9	0	1	-1.0	-0.4867256637168141	1.0	0.21	-0.8979591836734694	0.04021495745633677	-0.05359848484848484	0.0	-0.13825396825396824	0.3416666666666667
11-161	1	6/4/12	6	12	"""CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al."""		0.0	0.0	0.0	0.0	0.0	6/4/12	6	3	0	-0.9135802469135802	1.0	-0.7272727272727273	0.10967741935483873	-0.3333333333333333	-0.4338888888888889	0.0	-0.0875	-0.1088443963443964	-0.04285714285714286
11-166	-1	5/29/12	5	12	"""RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK"""	-12.0	-0.5	0.0	0.0	-1.0	1.0	5/29/12	8	0	0	-0.8215962441314554	0.0	0.0	0.3270440251572327	0.9428571428571428	-0.13647435897435894	0.0	0.0	-0.040496804782519075	0.11666666666666665
11-182	0	6/25/12	6	12	"""ARIZONA, et al., PETITIONERS v. UNITED STATES"""	-17.0	-1.0	0.0	0.3333333333333333	-0.7142857142857143	-0.6666666666666666	6/25/12	5	3	0	-0.9525691699604744	0.0	-0.3774834437086093	-0.8070866141732284	-0.02985074626865672	-0.07083333333333333	0.0	0.1619047619047619	0.16366843033509704	-0.06518389964681524
11-184	1	12/10/12	12	12	"""CAROLYN M. KLOECKNER, PETITIONER v. HILDA L. SOLIS, SECRETARY OF LABOR"""	1.0	0.0	0.0	0.0	0.5	-1.0	12/10/12	9	0	1	0.0	-0.3793103448275862	-1.0	0.25	-1.0	0.0	0.44000000000000006	-0.171875	0.0337466931216931	0.44285714285714284
11-192	0	11/13/12	11	12	"""UNITED STATES, PETITIONER v. JAMES X. BORMES"""	7.0	0.0	0.0	0.0	0.3333333333333333	0.0	11/13/12	9	0	1	-1.0	0.0	0.0	0.4489795918367347	-0.31403118040089084	0.03565641534391534	0.0	0.0	-0.2523809523809524	-0.047516666666666665
11-199	0	4/2/12	4	12	"""ALEXANDER VASQUEZ, PETITIONER v. UNITED STATES."""	-6.0	0.3333333333333333	-0.5	0.0	1.0	0.0	4/2/12	9	0	0	-0.002840909090909091	-0.15789473684210525	-0.4271356783919598	0.8532110091743119	1.0	0.10480232216343327	0.495	0.036160714285714296	-0.04479166666666669	0.5194805194805194
11-204	0	6/18/12	6	12	"""MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE"""	2.0	-1.0	0.0	1.0	0.0	0.5555555555555556	6/18/12	5	4	0	-1.0	1.0	1.0	-0.18840579710144928	0.5221238938053098	0.09051870748299319	-0.178125	-0.02395833333333333	0.3825	-0.0825
11-210	0	6/28/12	6	12	"""UNITED STATES, PETITIONER v. XAVIER ALVAREZ"""	1.0	0.0	0.0	0.0	0.0	0.0	6/28/12	6	3	0	-0.925925925925926	0.0	-0.3465346534653465	-0.3463687150837989	0.3302325581395349	-0.04285714285714287	0.0	0.04444444444444445	-0.09763888888888889	0.19049508692365835
11-262	-1	6/4/12	6	12	""" REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS"""	23.0	-0.14285714285714285	0.0	1.0	1.0	1.0	6/4/12	8	0	1	0.3417085427135678	1.0	0.8169014084507042	0.9322033898305084	1.0	-0.200010175010175	-0.17358154372860257	0.058750000000000004	0.08190476190476192	-0.07419501133786849
11-345	-1	6/24/13	6	13	"""ABIGAIL NOEL FISHER, PETITIONER v. UNIVERSITY OF TEXAS AT AUSTIN et al."""	16.0	1.0	0.14285714285714285	-0.7777777777777778	-0.5	-0.14285714285714285	6/24/13	7	1	1	1.0	0.5945945945945946	-0.39166666666666666	0.10115236875800256	0.094188376753507	0.16990327380952383	-0.15812500000000002	0.06845238095238093	-0.011179138321995435	0.1708935801041064
11-393	-1	6/28/12	6	12	"""NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al."""	1.0	1.0	-1.0	-1.0	0.3333333333333333	-0.3333333333333333	6/28/12	5	4	0	-0.14912280701754385	-1.0	-0.7054263565891473	0.5	-0.6732283464566929	-0.022011784511784482	0.0	0.24404761904761904	-0.14237599206349208	-0.07057932263814615
11-460	0	1/8/13	1	13	"""LOS ANGELES COUNTY FLOOD CONTROL DISTRICT PETITIONER v. NATURAL RESOURCES DEFENSE COUNCIL, INC., et al."""	10.0	-0.3333333333333333	0.0	0.0	1.0	0.6666666666666666	1/8/13	9	0	1	0.2842105263157895	-1.0	1.0	0.35347432024169184	-0.027586206896551724	-0.16815476190476192	-0.012755102040816329	-0.04273809523809524	0.12433261183261184	-0.0712962962962963
11-465	0	2/20/13	2	13	"""DEBORAH K. JOHNSON, ACTING WARDEN, PETITIONER v. TARA SHENEVA WILLIAMS"""	-6.0	0.0	-1.0	0.0	-1.0	0.0	2/20/13	9	0	1	-1.0	0.9012345679012346	-1.0	0.3125	0.0	-0.3638392857142857	0.5771978021978021	0.0	-0.6839285714285714	0.0
11-551	1	6/18/12	6	12	SALAZAR v. RAMAH NAVAJO CHAPTER	-4.0	0.6	0.0	0.42857142857142855	-1.0	0.0	6/18/12	5	4	0	0.5209580838323353	0.7714285714285715	-0.2297872340425532	-0.7090909090909091	0.14960629921259844	-0.11276052449965492	0.40218750000000003	0.05501789876789874	-0.00833333333333334	-0.22919372294372295
11-556	0	6/24/13	6	13	"""MAETTA VANCE, PETITIONER v. BALL STATE UNIVERSITY"""	5.0	-1.0	0.0	0.0	-0.3333333333333333	1.0	6/24/13	5	4	0	-1.0	0.6470588235294118	1.0	0.10569105691056913	1.0	0.09	-0.321875	0.024999999999999994	0.03383928571428574	-0.022916666666666655
11-564	0	3/26/13	3	13	"""FLORIDA, PETITIONER v. JOELIS JARDINES"""	16.0	1.0	0.0	-1.0	1.0	0.0	3/26/13	5	4	0	1.0	0.8780487804878049	0.2485549132947977	0.14285714285714285	0.0	-0.16553571428571429	0.29270833333333335	0.17549603174603173	-0.0899484126984127	0.10740740740740741
11-597	0	12/4/12	12	12	"""ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES"""	-13.0	0.0	1.0	0.3333333333333333	-0.5555555555555556	-0.6363636363636364	12/4/12	8	0	1	0.6353887399463807	0.16129032258064516	0.4466019417475728	-0.4718446601941748	-0.3617021276595745	-0.017773600668337525	0.27619047619047615	-0.17485119047619047	0.29424603174603176	0.16164772727272728
11-626	0	1/15/13	1	13	"""FANE LOZMAN, PETITIONER v. THE CITY OF RIVIERA BEACH, FLORIDA"""	8.0	0.0	-1.0	0.3333333333333333	0.2	1.0	1/15/13	7	2	0	0.0	1.0	-0.022222222222222227	-0.02786377708978328	1.0	0.38749999999999996	-0.17142857142857146	0.5458333333333334	0.0379220779220779	-0.27915584415584416
11-697	0	3/19/13	3	13	"""SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC."""	-18.0	-1.0	0.0	-1.0	0.0	0.0	3/19/13	6	3	1	-1.0	1.0	-1.0	0.1875	0.0	0.09189664502164502	0.05153061224489796	-0.024999999999999994	-0.25	0.39285714285714285
11-702	0	4/23/13	4	13	"""ADRIAN MONCRIEFFE, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL"""	-8.0	1.0	1.0	1.0	0.2	1.0	4/23/13	7	2	1	1.0	1.0	1.0	0.5836734693877551	1.0	-0.2567460317460317	-0.07579365079365079	-0.14285714285714285	0.18339285714285714	0.25416666666666665
11-713	0	1/20/12	1	12	"""RICK PERRY, GOVERNOR OF TEXAS, et al., APPELLANTS v. SHANNON PEREZ et al."""	2.0	0.5	0.0	-1.0	0.0	-1.0	1/20/12	9	0	1	0.28205128205128205	1.0	-0.484375	0.4307692307692308	-1.0	0.1783910533910534	-0.255952380952381	0.08650793650793649	0.12020676691729323	0.11863636363636362
11-770	0	2/19/13	2	13	"""CHUNON L. BAILEY, AKA POLO, PETITIONER v. UNITED STATES"""	-8.0	0.3333333333333333	1.0	1.0	-1.0	0.3333333333333333	2/19/13	6	3	1	0.6523297491039427	-0.19642857142857145	0.2456140350877193	-0.4945054945054945	-0.17966101694915254	0.12781711822660097	0.1481481481481481	-0.12410714285714286	0.16666666666666666	-0.07916666666666666
11-796	0	5/13/13	5	13	"""VERNON HUGH BOWMAN, PETITIONER v. MONSANTO COMPANY et al."""	13.0	1.0	1.0	1.0	-0.3333333333333333	1.0	5/13/13	9	0	0	1.0	1.0	1.0	0.37339055793991416	0.9601990049751244	-0.09902004741290456	-0.04464285714285714	-0.03749999999999999	-0.23556381118881123	0.44123376623376626
11-798	0	6/13/13	6	13	"""AMERICAN TRUCKING ASSOCIATIONS, INC., PETITIONER v. CITY OF LOS ANGELES, CALIFORNIA, et al."""	11.0	0.0	0.0	0.0	1.0	1.0	6/13/13	9	0	1	0.0	1.0	0.0	0.4519230769230769	1.0	0.05133928571428571	0.4107142857142857	0.0	0.13267857142857142	-0.07610119047619052
11-817	0	2/19/13	2	13	"""FLORIDA, PETITIONER v. CLAYTON HARRIS"""	6.0	0.0	0.0	0.0	0.0	1.0	2/19/13	9	0	0	0.0	1.0	0.0	0.15625	1.0	0.0	0.3666666666666667	-0.05	-0.42500000000000004	0.04825680272108844
11-820	0	2/20/13	2	13	"""ROSELVA CHAIDEZ, PETITIONER v. UNITED STATES"""	8.0	0.3333333333333333	1.0	0.6	1.0	1.0	2/20/13	7	2	0	0.0990990990990991	0.4018691588785047	0.6049382716049383	0.6842105263157895	0.3626373626373626	-0.008746253746253721	-0.07101370851370849	-0.24879079254079256	-0.08733766233766234	-0.2649104683195592
11-864	1	3/27/13	3	13	"""COMCAST CORPORATION, et al., PETITIONERS v. CAROLINE BEHREND et al."""	-42.0	-1.0	-1.0	-1.0	0.0	-1.0	3/27/13	5	4	1	-1.0	-1.0	-1.0	-1.0	-1.0	0.06918540564373897	-0.021428571428571425	0.03857142857142856	0.25	0.03128306878306878
11-889	-1	6/13/13	6	13	"""TARRANT REGIONAL WATER DISTRICT, PETITIONER v. RUDOLF JOHN HERRMANN, et al."""	35.0	1.0	1.0	1.0	1.0	1.0	6/13/13	9	0	0	1.0	1.0	1.0	1.0	1.0	-0.08263701707097935	0.0	-0.05986394557823129	-0.010535714285714287	-0.16041666666666665
11-982	0	1/9/13	1	13	"""ALREADY, LLC, DBA YUMS, PETITIONER v. NIKE, INC."""	9.0	1.0	1.0	-1.0	1.0	0.0	1/9/13	9	0	0	1.0	1.0	-0.5843520782396088	0.17647058823529413	0.0	0.13762540369683224	-0.13083333333333336	0.0296343537414966	-0.0892857142857143	0.0
12-123	0	6/10/13	6	13	"""MARVIN D. HORNE, et al., PETITIONERS v. DEPARTMENT OF AGRICULTURE"""	-3.0	1.0	1.0	-1.0	-1.0	-0.42857142857142855	6/10/13	9	0	1	-0.3231622746185853	0.8823529411764706	0.4305555555555556	0.2	-0.4013157894736841	0.08131944444444446	0.006696428571428575	-0.2830357142857143	-0.12333333333333332	-0.24185267857142856
12-126	1	5/28/13	5	13	"""GREG MCQUIGGIN, WARDEN, PETITIONER v. FLOYD PERKINS"""	-40.0	-1.0	-1.0	-1.0	-1.0	-1.0	5/28/13	5	4	1	-1.0	-1.0	-1.0	-1.0	-1.0	0.28109410430839	-0.010000000000000009	0.2	0.058653846153846154	0.0
12-133	0	6/20/13	6	13	"""AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al."""	1.0	-1.0	-1.0	-1.0	1.0	0.3333333333333333	6/20/13	5	3	0	-1.0	-0.7023255813953488	-1.0	-0.030136986301369864	0.14673913043478262	0.32142857142857145	-0.019005102040816305	0.6	0.1415625	-0.30678090428090427
12-135	1	6/10/13	6	13	"""OXFORD HEALTH PLANS LLC, PETITIONER v. JOHN IVAN SUTTER"""	-38.0	0.0	-1.0	0.0	-1.0	-1.0	6/10/13	9	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0.2635233918128655	0.04656084656084657	0.1	0.0786940836940837	0.16953933747412006
12-142	1	6/24/13	6	13	"""MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT"""	-7.0	1.0	-1.0	1.0	-1.0	0.0	6/24/13	5	4	1	1.0	-0.12941176470588234	1.0	-0.8894472361809045	-0.16666666666666666	-0.18166666666666664	0.04545454545454545	0.009595959595959616	-0.0234375	-0.3333333333333333
12-144	1	6/26/13	6	13	HOLLINGSWORTH v. PERRY	-44.0	-1.0	-1.0	-1.0	0.0	-1.0	6/26/13	5	4	0	-1.0	-1.0	-1.0	-0.6020671834625323	-1.0	-0.15208333333333332	0.0732142857142857	0.11833333333333336	-0.0816326530612245	-0.010833333333333332
12-167	0	6/13/13	6	13	"""UNITED STATES, PETITIONER v. ANTHONY DAVILA"""	-6.0	0.0	0.0	-1.0	0.0	0.0	6/13/13	9	0	1	0.0	1.0	0.5714285714285714	-0.4117647058823529	0.0	0.0	0.0	0.20666666666666667	0.18095238095238095	0.0
12-207	-1	6/3/13	6	13	"""MARYLAND, PETITIONER v. ALONZO JAY KING, JR."""	26.0	0.3333333333333333	0.0	1.0	1.0	1.0	6/3/13	5	4	1	0.4263565891472868	0.0	1.0	0.9320214669051878	0.88	-0.10578703703703704	0.0	0.037962962962962955	0.3056216931216931	-0.1875
12-236	0	5/20/13	5	13	"""KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. MELISSA CLOER"""	16.0	1.0	0.0	-1.0	1.0	0.6	5/20/13	9	0	0	1.0	-0.6666666666666666	0.16455696202531644	-0.5767634854771784	-0.15217391304347827	1.1895246692412391e-17	0.3035714285714286	-0.28571428571428575	0.0944444444444445	0.005787037037037035
12-246	1	6/17/13	6	13	"""GENOVEVO SALINAS, PETITIONER v. TEXAS"""	-28.0	-1.0	-1.0	-1.0	-1.0	-1.0	6/17/13	5	4	0	-1.0	0.0	-0.8641975308641975	-0.6875	-1.0	0.05757936507936508	0.0	0.0798469387755102	-0.18333333333333335	-0.5
12-307	1	6/26/13	6	13	UNITED STATES v. WINDSOR	8.0	1.0	1.0	1.0	-1.0	-0.5	6/26/13	5	4	0	-0.9310344827586208	1.0	1.0	-0.18038528896672504	0.6744186046511628	-0.3142519841269841	0.16676870748299322	-0.2388888888888889	0.03511277369973019	0.11250000000000002
12-357	0	6/26/13	6	13	SEKHAR v. UNITED STATES	-11.0	-0.5	0.0	1.0	-1.0	-1.0	6/26/13	9	0	1	0.1596958174904943	1.0	0.04878048780487805	-0.2369230769230769	-1.0	-0.003992408557625934	-0.3238095238095238	0.3721428571428571	0.14008838383838382	0.10066450216450215
12-398	1	6/13/13	6	13	"""ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al."""	-3.0	0.0	0.0	0.0	-1.0	0.0	6/13/13	9	0	1	-1.0	0.0	0.0	-1.0	0.0	0.0033571428571428585	0.05	0.13620379620379622	0.05512820512820512	0.22916666666666666
12-399	1	6/25/13	6	13	ADOPTIVE COUPLE v. BABY GIRL	-40.0	-1.0	-1.0	-1.0	-1.0	-1.0	6/25/13	5	4	1	-1.0	-1.0	-1.0	-1.0	-1.0	0.2263363678804855	0.14088541666666668	0.22714285714285715	0.09732142857142859	0.19864831349206347
12-416	0	6/17/13	6	13	"""FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al."""	-7.0	1.0	0.0	-0.5	0.0	1.0	6/17/13	5	3	1	-0.3613445378151261	0.0	-0.2674897119341564	0.05660377358490566	1.0	0.045378787878787845	0.0	0.10134559884559884	0.0	-0.09270833333333334
12-418	0	6/24/13	6	13	"""UNITED STATES, PETITIONER v. ANTHONY JAMES KEBODEAUX"""	1.0	0.0	0.0	0.0	-1.0	1.0	6/24/13	7	2	1	-1.0	0.0	0.0	-0.05325443786982249	1.0	0.009352603917821303	0.0	0.0	-0.05409722222222221	-0.023809523809523808
12-484	1	6/24/13	6	13	"""UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, PETITIONER v. NAIEL NASSAR"""	-13.0	-1.0	0.0	1.0	0.0	-0.2	6/24/13	5	4	1	-1.0	-1.0	-0.4782608695652174	-0.25	-0.9193548387096774	0.04361300075585789	0.009642857142857146	0.09142857142857144	-0.17127299783549782	-0.18035714285714285
12-547	0	5/20/13	5	13	"""LINDA METRISH, WARDEN, PETITIONER v. BURT LANCASTER"""	-20.0	-1.0	1.0	-1.0	0.0	-0.75	5/20/13	9	0	1	-0.8330241187384044	-0.13807531380753138	-0.386046511627907	-0.4297520661157025	-0.4189602446483181	-0.31103316326530617	0.08915238095238096	-0.12857142857142856	0.47331349206349205	-0.00658482142857144
98-1768	-1	2/21/01	2	1	BUCKMAN COMPANY v. Plaintiffs' LEGAL COMMITTEE	30.0	0.0	0.0	0.0	0.0	0.0	2/21/01	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1030	1	11/28/00	11	0	"""CITY OF INDIANAPOLIS, et al. v. JAMES EDMOND et al."""	6.0	0.0	0.0	0.0	0.0	0.0	11/28/00	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1038	-1	11/28/00	11	0	"""EASTERN ASSOCIATED COAL CORPORATION v. UNITED MINE WORKERS OF AMERICA, DISTRICT 17, et al."""	24.0	0.0	0.0	0.0	0.0	0.0	11/28/00	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1132	-1	2/20/01	2	1	ILLINOIS v. CHARLES MCARTHUR	28.0	0.0	0.0	0.0	0.0	0.0	2/20/01	8	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1178	0	1/9/01	1	1	"""SOLID WASTE AGENCY OF NORTHERN COOK COUNTY v. UNITED STATES ARMY CORPS OF ENGINEERS, et al."""	2.0	0.0	0.0	0.0	0.0	0.0	1/9/01	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1185	0	1/17/01	1	1	"""MARK SELING, SUPERINTENDENT, SPECIAL COMMITMENT CENTER v. ANDRE BRIGHAM YOUNG"""	0.0	0.0	0.0	0.0	0.0	0.0	1/17/01	8	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1235	0	12/11/00	12	0	GREEN TREE FINANCIAL CORP.-ALABAMA AND GREEN TREE FINANCIAL CORPORATION v. LARKETTA RANDOLPH	-3.0	0.0	0.0	0.0	0.0	0.0	12/11/00	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1238	-1	11/7/00	11	0	"""CHRISTOPHER ARTUZ, SUPERINTENDENT, GREEN HAVEN CORRECTIONAL FACILITY v. TONY BRUCE BENNETT"""	22.0	0.0	0.0	0.0	0.0	0.0	11/7/00	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1240	-1	2/21/01	2	1	"""BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA, et al., v. PATRICIA GARRETT, et al."""	32.0	0.0	0.0	0.0	0.0	0.0	2/21/01	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1257	0	2/27/01	2	1	"""CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al."""	-2.0	0.0	0.0	0.0	0.0	0.0	2/27/01	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1295	0	1/9/01	1	1	"""DAVID A. GITLITZ, ET UX., et al. v. COMMISSIONER OF INTERNAL REVENUE"""	-8.0	0.0	0.0	0.0	0.0	0.0	1/9/01	8	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1331	0	2/21/01	2	1	"""JAMES F. LEWIS v. LEWIS & CLARK MARINE, INC., ETC."""	-19.0	0.0	0.0	0.0	0.0	0.0	2/21/01	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1379	0	3/21/01	3	1	"""CIRCUIT CITY STORES, INC. v. SAINT CLAIR ADAMS"""	2.0	0.0	0.0	0.0	0.0	0.0	3/21/01	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1408	-1	4/24/01	4	1	"""GAIL ATWATER, et al. v. CITY OF LAGO VISTA et al."""	7.0	0.0	0.0	0.0	0.0	0.0	4/24/01	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1434	0	6/18/01	6	1	UNITED STATES v. MEAD CORPORATION	-5.0	0.0	0.0	0.0	0.0	0.0	6/18/01	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1529	-1	3/21/01	3	1	"""DONNA RAE EGELHOFF v. SAMANTHA EGELHOFF, A MINOR, BY AND THROUGH HER NATURAL PARENT KATE BREINER, AND DAVID EGELHOFF"""	22.0	0.0	0.0	0.0	0.0	0.0	3/21/01	7	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1551	0	2/27/01	2	1	SEMTEK INTERNATIONAL INCORPORATED v. LOCKHEED MARTIN CORPORATION	2.0	0.0	0.0	0.0	0.0	0.0	2/27/01	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1571	-1	3/20/01	3	1	"""TRAFFIX DEVICES, INC. v. MARKETING DISPLAYS, INC."""	28.0	0.0	0.0	0.0	0.0	0.0	3/20/01	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1613	-1	4/18/01	4	1	"""ROBERT SHAW, et al.  v. KEVIN MURPHY"""	28.0	0.0	0.0	0.0	0.0	0.0	4/18/01	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1680	-1	1/17/01	1	1	"""CITY NEWS AND NOVELTY, INC. v. CITY OF WAUKESHA"""	9.0	0.0	0.0	0.0	0.0	0.0	1/17/01	9	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1687	-1	5/21/01	5	1	"""BARTNICKI et al. v. VOPPER, AKA WILLIAMS, et al."""	18.0	0.0	0.0	0.0	0.0	0.0	5/21/01	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1702	-1	4/2/01	4	1	TEXAS v. RAYMOND LEVI COBB	24.0	0.0	0.0	0.0	0.0	0.0	4/2/01	5	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1786	-1	1/8/02	1	2	"""GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY, et al. v. JANETTE KNUDSON AND ERIC KNUDSON"""	15.0	0.0	0.0	0.0	0.0	0.0	1/8/02	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1792	0	2/20/01	2	1	"""DIRECTOR OF REVENUE OF MISSOURI v. COBANK ACB, AS SUCCESSOR TO THE NATIONAL BANK OF COOPERATIVES"""	4.0	0.0	0.0	0.0	0.0	0.0	2/20/01	9	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1815	0	5/29/01	5	1	"""NATIONAL LABOR RELATIONS BOARD v. KENTUCKY RIVER COMMUNITY CARE, INC., et al."""	-23.0	0.0	0.0	0.0	0.0	0.0	5/29/01	5	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99-1823	0	1/15/02	1	2	"""EQUAL EMPLOYMENT OPPORTUNITY COMMISSION v. WAFFLE HOUSE, INC."""	-2.0	0.0	0.0	0.0	0.0	0.0	1/15/02	6	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
